"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count
	"Illinois"	"17"	"2011"	"2011"	"Esophagus"	"21010"	734
	"Illinois"	"17"	"2011"	"2011"	"Gallbladder"	"21080"	201
	"Illinois"	"17"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	2425
	"Illinois"	"17"	"2011"	"2011"	"Larynx"	"22020"	553
	"Illinois"	"17"	"2011"	"2011"	"Leukemias"	"35011-35043"	1909
	"Illinois"	"17"	"2011"	"2011"	"Liver"	"21071"	850
	"Illinois"	"17"	"2011"	"2011"	"Lung and Bronchus"	"22030"	9384
	"Illinois"	"17"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	2502
	"Illinois"	"17"	"2011"	"2011"	"Myeloma"	"34000"	921
	"Illinois"	"17"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	2685
	"Illinois"	"17"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	1740
	"Illinois"	"17"	"2011"	"2011"	"Ovary"	"27040"	896
	"Illinois"	"17"	"2011"	"2011"	"Pancreas"	"21100"	1797
	"Illinois"	"17"	"2011"	"2011"	"Prostate"	"28010"	8899
	"Illinois"	"17"	"2011"	"2011"	"Stomach"	"21020"	1009
	"Illinois"	"17"	"2011"	"2011"	"Thyroid"	"32010"	1882
	"Illinois"	"17"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	2952
	"Illinois"	"17"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	838
	"Illinois"	"17"	"2012"	"2012"	"Breast"	"26000"	9618
	"Illinois"	"17"	"2012"	"2012"	"Cervix Uteri"	"27010"	492
	"Illinois"	"17"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	6172
	"Illinois"	"17"	"2012"	"2012"	"Corpus Uteri"	"27020"	2187
	"Illinois"	"17"	"2012"	"2012"	"Esophagus"	"21010"	762
	"Illinois"	"17"	"2012"	"2012"	"Gallbladder"	"21080"	182
	"Illinois"	"17"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	2493
	"Illinois"	"17"	"2012"	"2012"	"Larynx"	"22020"	544
	"Illinois"	"17"	"2012"	"2012"	"Leukemias"	"35011-35043"	1956
	"Illinois"	"17"	"2012"	"2012"	"Liver"	"21071"	901
	"Illinois"	"17"	"2012"	"2012"	"Lung and Bronchus"	"22030"	9360
	"Illinois"	"17"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	2585
	"Illinois"	"17"	"2012"	"2012"	"Myeloma"	"34000"	939
	"Illinois"	"17"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	2628
	"Illinois"	"17"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	1730
	"Illinois"	"17"	"2012"	"2012"	"Ovary"	"27040"	857
	"Illinois"	"17"	"2012"	"2012"	"Pancreas"	"21100"	1846
	"Illinois"	"17"	"2012"	"2012"	"Prostate"	"28010"	7863
	"Illinois"	"17"	"2012"	"2012"	"Stomach"	"21020"	976
	"Illinois"	"17"	"2012"	"2012"	"Thyroid"	"32010"	2043
	"Illinois"	"17"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	2907
	"Illinois"	"17"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	848
	"Illinois"	"17"	"2013"	"2013"	"Breast"	"26000"	10048
	"Illinois"	"17"	"2013"	"2013"	"Cervix Uteri"	"27010"	510
	"Illinois"	"17"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	6218
	"Illinois"	"17"	"2013"	"2013"	"Corpus Uteri"	"27020"	2295
	"Illinois"	"17"	"2013"	"2013"	"Esophagus"	"21010"	712
	"Illinois"	"17"	"2013"	"2013"	"Gallbladder"	"21080"	196
	"Illinois"	"17"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	2535
	"Illinois"	"17"	"2013"	"2013"	"Larynx"	"22020"	529
	"Illinois"	"17"	"2013"	"2013"	"Leukemias"	"35011-35043"	1922
	"Illinois"	"17"	"2013"	"2013"	"Liver"	"21071"	907
	"Illinois"	"17"	"2013"	"2013"	"Lung and Bronchus"	"22030"	9185
	"Illinois"	"17"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	2520
	"Illinois"	"17"	"2013"	"2013"	"Myeloma"	"34000"	909
	"Illinois"	"17"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	2708
	"Illinois"	"17"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	1760
	"Illinois"	"17"	"2013"	"2013"	"Ovary"	"27040"	870
	"Illinois"	"17"	"2013"	"2013"	"Pancreas"	"21100"	1901
	"Illinois"	"17"	"2013"	"2013"	"Prostate"	"28010"	7578
	"Illinois"	"17"	"2013"	"2013"	"Stomach"	"21020"	1054
	"Illinois"	"17"	"2013"	"2013"	"Thyroid"	"32010"	2104
	"Illinois"	"17"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	3151
	"Illinois"	"17"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	889
	"Illinois"	"17"	"2014"	"2014"	"Breast"	"26000"	10340
	"Illinois"	"17"	"2014"	"2014"	"Cervix Uteri"	"27010"	575
	"Illinois"	"17"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	6201
	"Illinois"	"17"	"2014"	"2014"	"Corpus Uteri"	"27020"	2308
	"Illinois"	"17"	"2014"	"2014"	"Esophagus"	"21010"	739
	"Illinois"	"17"	"2014"	"2014"	"Gallbladder"	"21080"	205
	"Illinois"	"17"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	2672
	"Illinois"	"17"	"2014"	"2014"	"Larynx"	"22020"	568
	"Illinois"	"17"	"2014"	"2014"	"Leukemias"	"35011-35043"	1884
	"Illinois"	"17"	"2014"	"2014"	"Liver"	"21071"	998
	"Illinois"	"17"	"2014"	"2014"	"Lung and Bronchus"	"22030"	9673
	"Illinois"	"17"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	2690
	"Illinois"	"17"	"2014"	"2014"	"Myeloma"	"34000"	946
	"Illinois"	"17"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	2856
	"Illinois"	"17"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	1782
	"Illinois"	"17"	"2014"	"2014"	"Ovary"	"27040"	860
	"Illinois"	"17"	"2014"	"2014"	"Pancreas"	"21100"	1944
	"Illinois"	"17"	"2014"	"2014"	"Prostate"	"28010"	7542
	"Illinois"	"17"	"2014"	"2014"	"Stomach"	"21020"	1032
	"Illinois"	"17"	"2014"	"2014"	"Thyroid"	"32010"	2078
	"Illinois"	"17"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	3061
	"Illinois"	"17"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	904
	"Illinois"	"17"	"2015"	"2015"	"Breast"	"26000"	10437
	"Illinois"	"17"	"2015"	"2015"	"Cervix Uteri"	"27010"	498
	"Illinois"	"17"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	6275
	"Illinois"	"17"	"2015"	"2015"	"Corpus Uteri"	"27020"	2369
	"Illinois"	"17"	"2015"	"2015"	"Esophagus"	"21010"	761
	"Illinois"	"17"	"2015"	"2015"	"Gallbladder"	"21080"	215
	"Illinois"	"17"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	2701
	"Illinois"	"17"	"2015"	"2015"	"Larynx"	"22020"	544
	"Illinois"	"17"	"2015"	"2015"	"Leukemias"	"35011-35043"	1923
	"Illinois"	"17"	"2015"	"2015"	"Liver"	"21071"	1036
	"Illinois"	"17"	"2015"	"2015"	"Lung and Bronchus"	"22030"	9572
	"Illinois"	"17"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	2918
	"Illinois"	"17"	"2015"	"2015"	"Myeloma"	"34000"	985
	"Illinois"	"17"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	2884
	"Illinois"	"17"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	1855
	"Illinois"	"17"	"2015"	"2015"	"Ovary"	"27040"	899
	"Illinois"	"17"	"2015"	"2015"	"Pancreas"	"21100"	2050
	"Illinois"	"17"	"2015"	"2015"	"Prostate"	"28010"	7878
	"Illinois"	"17"	"2015"	"2015"	"Stomach"	"21020"	1064
	"Illinois"	"17"	"2015"	"2015"	"Thyroid"	"32010"	2177
	"Illinois"	"17"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	3205
	"Illinois"	"17"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	884
	"Illinois"	"17"	"2016"	"2016"	"Breast"	"26000"	10531
	"Illinois"	"17"	"2016"	"2016"	"Cervix Uteri"	"27010"	560
	"Illinois"	"17"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	6440
	"Illinois"	"17"	"2016"	"2016"	"Corpus Uteri"	"27020"	2457
	"Illinois"	"17"	"2016"	"2016"	"Esophagus"	"21010"	705
	"Illinois"	"17"	"2016"	"2016"	"Gallbladder"	"21080"	208
	"Illinois"	"17"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	2693
	"Illinois"	"17"	"2016"	"2016"	"Larynx"	"22020"	555
	"Illinois"	"17"	"2016"	"2016"	"Leukemias"	"35011-35043"	1850
	"Illinois"	"17"	"2016"	"2016"	"Liver"	"21071"	1001
	"Illinois"	"17"	"2016"	"2016"	"Lung and Bronchus"	"22030"	9427
	"Illinois"	"17"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	3218
	"Illinois"	"17"	"2016"	"2016"	"Myeloma"	"34000"	1022
	"Illinois"	"17"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	2829
	"Illinois"	"17"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	1863
	"Illinois"	"17"	"2016"	"2016"	"Ovary"	"27040"	846
	"Illinois"	"17"	"2016"	"2016"	"Pancreas"	"21100"	2023
	"Illinois"	"17"	"2016"	"2016"	"Prostate"	"28010"	7904
	"Illinois"	"17"	"2016"	"2016"	"Stomach"	"21020"	1054
	"Illinois"	"17"	"2016"	"2016"	"Thyroid"	"32010"	2002
	"Illinois"	"17"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	3082
	"Indiana"	"18"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	501
	"Indiana"	"18"	"2010"	"2010"	"Breast"	"26000"	4527
	"Indiana"	"18"	"2010"	"2010"	"Cervix Uteri"	"27010"	263
	"Indiana"	"18"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	3151
	"Indiana"	"18"	"2010"	"2010"	"Corpus Uteri"	"27020"	1062
	"Indiana"	"18"	"2010"	"2010"	"Esophagus"	"21010"	366
	"Indiana"	"18"	"2010"	"2010"	"Gallbladder"	"21080"	82
	"Indiana"	"18"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	1314
	"Indiana"	"18"	"2010"	"2010"	"Larynx"	"22020"	346
	"Indiana"	"18"	"2010"	"2010"	"Leukemias"	"35011-35043"	976
	"Indiana"	"18"	"2010"	"2010"	"Liver"	"21071"	369
	"Indiana"	"18"	"2010"	"2010"	"Lung and Bronchus"	"22030"	5309
	"Indiana"	"18"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	1361
	"Indiana"	"18"	"2010"	"2010"	"Myeloma"	"34000"	471
	"Indiana"	"18"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	1411
	"Indiana"	"18"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	848
	"Indiana"	"18"	"2010"	"2010"	"Ovary"	"27040"	423
	"Indiana"	"18"	"2010"	"2010"	"Pancreas"	"21100"	875
	"Indiana"	"18"	"2010"	"2010"	"Prostate"	"28010"	3637
	"Indiana"	"18"	"2010"	"2010"	"Stomach"	"21020"	414
	"Indiana"	"18"	"2010"	"2010"	"Thyroid"	"32010"	773
	"Indiana"	"18"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	1407
	"Indiana"	"18"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	493
	"Indiana"	"18"	"2011"	"2011"	"Breast"	"26000"	4565
	"Indiana"	"18"	"2011"	"2011"	"Cervix Uteri"	"27010"	255
	"Indiana"	"18"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	3188
	"Indiana"	"18"	"2011"	"2011"	"Corpus Uteri"	"27020"	1061
	"Indiana"	"18"	"2011"	"2011"	"Esophagus"	"21010"	387
	"Indiana"	"18"	"2011"	"2011"	"Gallbladder"	"21080"	91
	"Indiana"	"18"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	1266
	"Indiana"	"18"	"2011"	"2011"	"Larynx"	"22020"	343
	"Indiana"	"18"	"2011"	"2011"	"Leukemias"	"35011-35043"	1011
	"Indiana"	"18"	"2011"	"2011"	"Liver"	"21071"	415
	"Indiana"	"18"	"2011"	"2011"	"Lung and Bronchus"	"22030"	5425
	"Indiana"	"18"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	1209
	"Indiana"	"18"	"2011"	"2011"	"Myeloma"	"34000"	493
	"Indiana"	"18"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	1386
	"Indiana"	"18"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	874
	"Indiana"	"18"	"2011"	"2011"	"Ovary"	"27040"	461
	"Indiana"	"18"	"2011"	"2011"	"Pancreas"	"21100"	881
	"Indiana"	"18"	"2011"	"2011"	"Prostate"	"28010"	3784
	"Indiana"	"18"	"2011"	"2011"	"Stomach"	"21020"	374
	"Indiana"	"18"	"2011"	"2011"	"Thyroid"	"32010"	765
	"Indiana"	"18"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	1546
	"Indiana"	"18"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	470
	"Indiana"	"18"	"2012"	"2012"	"Breast"	"26000"	4686
	"Indiana"	"18"	"2012"	"2012"	"Cervix Uteri"	"27010"	255
	"Indiana"	"18"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	3152
	"Indiana"	"18"	"2012"	"2012"	"Corpus Uteri"	"27020"	1039
	"Indiana"	"18"	"2012"	"2012"	"Esophagus"	"21010"	445
	"Indiana"	"18"	"2012"	"2012"	"Gallbladder"	"21080"	85
	"Indiana"	"18"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	1244
	"Indiana"	"18"	"2012"	"2012"	"Larynx"	"22020"	320
	"Indiana"	"18"	"2012"	"2012"	"Leukemias"	"35011-35043"	1085
	"Indiana"	"18"	"2012"	"2012"	"Liver"	"21071"	481
	"Indiana"	"18"	"2012"	"2012"	"Lung and Bronchus"	"22030"	5344
	"Indiana"	"18"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	1304
	"Indiana"	"18"	"2012"	"2012"	"Myeloma"	"34000"	506
	"Indiana"	"18"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	1369
	"Indiana"	"18"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	917
	"Indiana"	"18"	"2012"	"2012"	"Ovary"	"27040"	416
	"Indiana"	"18"	"2012"	"2012"	"Pancreas"	"21100"	980
	"Indiana"	"18"	"2012"	"2012"	"Prostate"	"28010"	3415
	"Indiana"	"18"	"2012"	"2012"	"Stomach"	"21020"	433
	"Indiana"	"18"	"2012"	"2012"	"Thyroid"	"32010"	827
	"Indiana"	"18"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	1582
	"Indiana"	"18"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	476
	"Indiana"	"18"	"2013"	"2013"	"Breast"	"26000"	4827
	"Indiana"	"18"	"2013"	"2013"	"Cervix Uteri"	"27010"	255
	"Indiana"	"18"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	3209
	"Indiana"	"18"	"2013"	"2013"	"Corpus Uteri"	"27020"	1068
	"Indiana"	"18"	"2013"	"2013"	"Esophagus"	"21010"	416
	"Indiana"	"18"	"2013"	"2013"	"Gallbladder"	"21080"	101
	"Indiana"	"18"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	1412
	"Indiana"	"18"	"2013"	"2013"	"Larynx"	"22020"	319
	"Indiana"	"18"	"2013"	"2013"	"Leukemias"	"35011-35043"	1011
	"Indiana"	"18"	"2013"	"2013"	"Liver"	"21071"	459
	"Indiana"	"18"	"2013"	"2013"	"Lung and Bronchus"	"22030"	5567
	"Indiana"	"18"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	1276
	"Indiana"	"18"	"2013"	"2013"	"Myeloma"	"34000"	524
	"Indiana"	"18"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	1391
	"Indiana"	"18"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	915
	"Indiana"	"18"	"2013"	"2013"	"Ovary"	"27040"	424
	"Indiana"	"18"	"2013"	"2013"	"Pancreas"	"21100"	999
	"Indiana"	"18"	"2013"	"2013"	"Prostate"	"28010"	3403
	"Indiana"	"18"	"2013"	"2013"	"Stomach"	"21020"	435
	"Indiana"	"18"	"2013"	"2013"	"Thyroid"	"32010"	851
	"Indiana"	"18"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	1632
	"Indiana"	"18"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	470
	"Indiana"	"18"	"2014"	"2014"	"Breast"	"26000"	4984
	"Indiana"	"18"	"2014"	"2014"	"Cervix Uteri"	"27010"	256
	"Indiana"	"18"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	3234
	"Indiana"	"18"	"2014"	"2014"	"Corpus Uteri"	"27020"	1162
	"Indiana"	"18"	"2014"	"2014"	"Esophagus"	"21010"	421
	"Indiana"	"18"	"2014"	"2014"	"Gallbladder"	"21080"	70
	"Indiana"	"18"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	1418
	"Indiana"	"18"	"2014"	"2014"	"Larynx"	"22020"	309
	"Indiana"	"18"	"2014"	"2014"	"Leukemias"	"35011-35043"	995
	"Indiana"	"18"	"2014"	"2014"	"Liver"	"21071"	501
	"Indiana"	"18"	"2014"	"2014"	"Lung and Bronchus"	"22030"	5531
	"Indiana"	"18"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	1567
	"Indiana"	"18"	"2014"	"2014"	"Myeloma"	"34000"	524
	"Indiana"	"18"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	1388
	"Indiana"	"18"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	972
	"Indiana"	"18"	"2014"	"2014"	"Ovary"	"27040"	468
	"Indiana"	"18"	"2014"	"2014"	"Pancreas"	"21100"	973
	"Indiana"	"18"	"2014"	"2014"	"Prostate"	"28010"	3366
	"Indiana"	"18"	"2014"	"2014"	"Stomach"	"21020"	439
	"Indiana"	"18"	"2014"	"2014"	"Thyroid"	"32010"	814
	"Indiana"	"18"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	1736
	"Indiana"	"18"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	449
	"Indiana"	"18"	"2015"	"2015"	"Breast"	"26000"	4991
	"Indiana"	"18"	"2015"	"2015"	"Cervix Uteri"	"27010"	294
	"Indiana"	"18"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	3253
	"Indiana"	"18"	"2015"	"2015"	"Corpus Uteri"	"27020"	1165
	"Indiana"	"18"	"2015"	"2015"	"Esophagus"	"21010"	426
	"Indiana"	"18"	"2015"	"2015"	"Gallbladder"	"21080"	76
	"Indiana"	"18"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	1493
	"Indiana"	"18"	"2015"	"2015"	"Larynx"	"22020"	313
	"Indiana"	"18"	"2015"	"2015"	"Leukemias"	"35011-35043"	1045
	"Indiana"	"18"	"2015"	"2015"	"Liver"	"21071"	458
	"Indiana"	"18"	"2015"	"2015"	"Lung and Bronchus"	"22030"	5837
	"Indiana"	"18"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	1681
	"Indiana"	"18"	"2015"	"2015"	"Myeloma"	"34000"	517
	"Indiana"	"18"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	1462
	"Indiana"	"18"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	1029
	"Indiana"	"18"	"2015"	"2015"	"Ovary"	"27040"	415
	"Indiana"	"18"	"2015"	"2015"	"Pancreas"	"21100"	1064
	"Indiana"	"18"	"2015"	"2015"	"Prostate"	"28010"	3400
	"Indiana"	"18"	"2015"	"2015"	"Stomach"	"21020"	468
	"Indiana"	"18"	"2015"	"2015"	"Thyroid"	"32010"	883
	"Indiana"	"18"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	1694
	"Indiana"	"18"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	502
	"Indiana"	"18"	"2016"	"2016"	"Breast"	"26000"	4985
	"Indiana"	"18"	"2016"	"2016"	"Cervix Uteri"	"27010"	299
	"Indiana"	"18"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	3289
	"Indiana"	"18"	"2016"	"2016"	"Corpus Uteri"	"27020"	1216
	"Indiana"	"18"	"2016"	"2016"	"Esophagus"	"21010"	430
	"Indiana"	"18"	"2016"	"2016"	"Gallbladder"	"21080"	80
	"Indiana"	"18"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	1534
	"Indiana"	"18"	"2016"	"2016"	"Larynx"	"22020"	309
	"Indiana"	"18"	"2016"	"2016"	"Leukemias"	"35011-35043"	1045
	"Indiana"	"18"	"2016"	"2016"	"Liver"	"21071"	501
	"Indiana"	"18"	"2016"	"2016"	"Lung and Bronchus"	"22030"	5747
	"Indiana"	"18"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	1789
	"Indiana"	"18"	"2016"	"2016"	"Myeloma"	"34000"	515
	"Indiana"	"18"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	1412
	"Indiana"	"18"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	1015
	"Indiana"	"18"	"2016"	"2016"	"Ovary"	"27040"	409
	"Indiana"	"18"	"2016"	"2016"	"Pancreas"	"21100"	1082
	"Indiana"	"18"	"2016"	"2016"	"Prostate"	"28010"	3760
	"Indiana"	"18"	"2016"	"2016"	"Stomach"	"21020"	450
	"Indiana"	"18"	"2016"	"2016"	"Thyroid"	"32010"	871
	"Indiana"	"18"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	1619
	"Iowa"	"19"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	219
	"Iowa"	"19"	"2010"	"2010"	"Breast"	"26000"	2373
	"Iowa"	"19"	"2010"	"2010"	"Cervix Uteri"	"27010"	99
	"Iowa"	"19"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	1703
	"Iowa"	"19"	"2010"	"2010"	"Corpus Uteri"	"27020"	602
	"Iowa"	"19"	"2010"	"2010"	"Esophagus"	"21010"	200
	"Iowa"	"19"	"2010"	"2010"	"Gallbladder"	"21080"	50
	"Iowa"	"19"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	625
	"Iowa"	"19"	"2010"	"2010"	"Larynx"	"22020"	157
	"Iowa"	"19"	"2010"	"2010"	"Leukemias"	"35011-35043"	585
	"Iowa"	"19"	"2010"	"2010"	"Liver"	"21071"	163
	"Iowa"	"19"	"2010"	"2010"	"Lung and Bronchus"	"22030"	2401
	"Iowa"	"19"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	860
	"Iowa"	"19"	"2010"	"2010"	"Myeloma"	"34000"	246
	"Iowa"	"19"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	834
	"Iowa"	"19"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	452
	"Iowa"	"19"	"2010"	"2010"	"Ovary"	"27040"	244
	"Iowa"	"19"	"2010"	"2010"	"Pancreas"	"21100"	465
	"Iowa"	"19"	"2010"	"2010"	"Prostate"	"28010"	2181
	"Iowa"	"19"	"2010"	"2010"	"Stomach"	"21020"	184
	"Iowa"	"19"	"2010"	"2010"	"Thyroid"	"32010"	402
	"Iowa"	"19"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	831
	"Iowa"	"19"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	267
	"Iowa"	"19"	"2011"	"2011"	"Breast"	"26000"	2393
	"Iowa"	"19"	"2011"	"2011"	"Cervix Uteri"	"27010"	109
	"Iowa"	"19"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	1696
	"Iowa"	"19"	"2011"	"2011"	"Corpus Uteri"	"27020"	560
	"Iowa"	"19"	"2011"	"2011"	"Esophagus"	"21010"	194
	"Iowa"	"19"	"2011"	"2011"	"Gallbladder"	"21080"	43
	"Iowa"	"19"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	635
	"Iowa"	"19"	"2011"	"2011"	"Larynx"	"22020"	136
	"Iowa"	"19"	"2011"	"2011"	"Leukemias"	"35011-35043"	627
	"Iowa"	"19"	"2011"	"2011"	"Liver"	"21071"	208
	"Iowa"	"19"	"2011"	"2011"	"Lung and Bronchus"	"22030"	2367
	"Iowa"	"19"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	818
	"Iowa"	"19"	"2011"	"2011"	"Myeloma"	"34000"	254
	"Iowa"	"19"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	787
	"Iowa"	"19"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	440
	"Iowa"	"19"	"2011"	"2011"	"Ovary"	"27040"	224
	"Iowa"	"19"	"2011"	"2011"	"Pancreas"	"21100"	445
	"Iowa"	"19"	"2011"	"2011"	"Prostate"	"28010"	2261
	"Iowa"	"19"	"2011"	"2011"	"Stomach"	"21020"	203
	"Iowa"	"19"	"2011"	"2011"	"Thyroid"	"32010"	426
	"Iowa"	"19"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	824
	"Iowa"	"19"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	270
	"Iowa"	"19"	"2012"	"2012"	"Breast"	"26000"	2192
	"Iowa"	"19"	"2012"	"2012"	"Cervix Uteri"	"27010"	108
	"Iowa"	"19"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	1650
	"Iowa"	"19"	"2012"	"2012"	"Corpus Uteri"	"27020"	638
	"Iowa"	"19"	"2012"	"2012"	"Esophagus"	"21010"	209
	"Iowa"	"19"	"2012"	"2012"	"Gallbladder"	"21080"	40
	"Iowa"	"19"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	681
	"Iowa"	"19"	"2012"	"2012"	"Larynx"	"22020"	171
	"Iowa"	"19"	"2012"	"2012"	"Leukemias"	"35011-35043"	596
	"Iowa"	"19"	"2012"	"2012"	"Liver"	"21071"	212
	"Iowa"	"19"	"2012"	"2012"	"Lung and Bronchus"	"22030"	2372
	"Iowa"	"19"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	851
	"Iowa"	"19"	"2012"	"2012"	"Myeloma"	"34000"	243
	"Iowa"	"19"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	814
	"Iowa"	"19"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	455
	"Iowa"	"19"	"2012"	"2012"	"Ovary"	"27040"	217
	"Iowa"	"19"	"2012"	"2012"	"Pancreas"	"21100"	485
